assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
MGI	MGI:MGI:98505	Hnf1b	PMID:15067314		GO:0045893	positive regulation of DNA-templated transcription	IDA			20050310		NCBITaxon:10090
MGI	MGI:MGI:98505	Hnf1b	PMID:15509593		GO:0003700	DNA-binding transcription factor activity	IDA			20070406		NCBITaxon:10090
MGI	MGI:MGI:98505	Hnf1b	PMID:16274963		GO:0003700	DNA-binding transcription factor activity	IDA			20060303		NCBITaxon:10090
MGI	MGI:MGI:98505	Hnf1b	PMID:1673925		GO:0045893	positive regulation of DNA-templated transcription	IDA			20070406		NCBITaxon:10090
MGI	MGI:MGI:98505	Hnf1b	PMID:16274963		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20060303	MGI:MGI:104555	NCBITaxon:10090
MGI	MGI:MGI:98505	Hnf1b	PMID:20040500		GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	IDA			20181019		NCBITaxon:10090
UniProt	MGI:MGI:98504	Hnf1a	MGI:MGI:2388420|PMID:12367519		GO:0003700	DNA-binding transcription factor activity	IDA			20101202		NCBITaxon:10090
UniProt	MGI:MGI:98504	Hnf1a	MGI:MGI:2388420|PMID:12367519		GO:0045893	positive regulation of DNA-templated transcription	IMP			20101202		NCBITaxon:10090
UniProt	MGI:MGI:98504	Hnf1a	MGI:MGI:6282985|PMID:30555544		GO:0045893	positive regulation of DNA-templated transcription	IDA			20190211		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11287626		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:2384429		20151020		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11121425		GO:0045893	positive regulation of DNA-templated transcription	IDA			20071010	MGI:MGI:1316650	NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11269503		GO:0003700	DNA-binding transcription factor activity	IDA			20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:10631168		GO:0045893	positive regulation of DNA-templated transcription	IDA			20070215		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:10852923		GO:0045893	positive regulation of DNA-templated transcription	IDA			20071010	MGI:MGI:95479	NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:1673925		GO:0045893	positive regulation of DNA-templated transcription	IDA			20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11279518		GO:0003700	DNA-binding transcription factor activity	IDA			20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:16880268		GO:0006355	regulation of DNA-templated transcription	IMP			20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11733582		GO:0045893	positive regulation of DNA-templated transcription	IMP	MGI:MGI:2154359		20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:16873682		GO:0045893	positive regulation of DNA-templated transcription	IMP	MGI:MGI:2384429		20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:15067314		GO:0045893	positive regulation of DNA-templated transcription	IDA			20050310		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:8598044		GO:0003700	DNA-binding transcription factor activity	IMP	MGI:MGI:2154359		20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:16880268		GO:0003700	DNA-binding transcription factor activity	IMP			20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:2263635		GO:0045893	positive regulation of DNA-templated transcription	IDA			20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:17272516		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:2384429		20071012		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:10852923		GO:0045893	positive regulation of DNA-templated transcription	IDA			20110614		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:2044952		GO:0003700	DNA-binding transcription factor activity	IDA			20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:14656222		GO:0045893	positive regulation of DNA-templated transcription	IMP	MGI:MGI:2384429		20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:16873682		GO:0045893	positive regulation of DNA-templated transcription	IDA			20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:8598044		GO:0045893	positive regulation of DNA-templated transcription	IMP	MGI:MGI:2154359		20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:15581617		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20071010	MGI:MGI:97770	NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11269503		GO:0045893	positive regulation of DNA-templated transcription	IDA			20071010	MGI:MGI:2181411	NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11279518		GO:0045893	positive regulation of DNA-templated transcription	IDA			20071010	MGI:MGI:1352464	NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:14656222		GO:0045893	positive regulation of DNA-templated transcription	IMP			20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:22589549		GO:0006357	regulation of transcription by RNA polymerase II	IGI	MGI:MGI:109128		20140602		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11279518		GO:0045893	positive regulation of DNA-templated transcription	IDA			20071010	MGI:MGI:1201406	NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:2044952		GO:0045893	positive regulation of DNA-templated transcription	IDA			20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:16223943		GO:0045893	positive regulation of DNA-templated transcription	IMP	MGI:MGI:2384429		20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:2263635		GO:0003700	DNA-binding transcription factor activity	IDA			20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:15793583		GO:0045893	positive regulation of DNA-templated transcription	IMP	MGI:MGI:2384427		20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:10617683		GO:0045893	positive regulation of DNA-templated transcription	IMP	MGI:MGI:2384429		20071010	MGI:MGI:95513	NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:11121425		GO:0003700	DNA-binding transcription factor activity	IDA			20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:1673925		GO:0003700	DNA-binding transcription factor activity	IDA			20070413		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:14656222		GO:0045893	positive regulation of DNA-templated transcription	IDA			20070419		NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:9689059		GO:0006357	regulation of transcription by RNA polymerase II	IDA			20071010	MGI:MGI:95607	NCBITaxon:10090
MGI	MGI:MGI:98504	Hnf1a	PMID:15067314		GO:0003700	DNA-binding transcription factor activity	IDA			20050310		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:2654703	Otud7b	MGI:MGI:5574296|PMID:21097510		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20140603	UniProtKB:P13597	NCBITaxon:10090
UniProt	MGI:MGI:2142523	Crtc1	MGI:MGI:5532783|PMID:23993098		GO:0032793	positive regulation of CREB transcription factor activity	IMP			20140804		NCBITaxon:10090
MGI	MGI:MGI:2142523	Crtc1	PMID:23223304		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20140116	CL:0002608	NCBITaxon:10090
BHF-UCL	MGI:MGI:1306784	Cited2	MGI:MGI:3813432|PMID:17932483		GO:0003713	transcription coactivator activity	IDA			20130617		NCBITaxon:10090
UniProt	MGI:MGI:1306784	Cited2	MGI:MGI:3790398|PMID:17537799		GO:0003713	transcription coactivator activity	IDA			20110414		NCBITaxon:10090
UniProt	MGI:MGI:1306784	Cited2	MGI:MGI:5009206|PMID:10593900		GO:0003713	transcription coactivator activity	IDA			20110414		NCBITaxon:10090
UniProt	MGI:MGI:1306784	Cited2	MGI:MGI:3054669|PMID:15475956		GO:0045893	positive regulation of DNA-templated transcription	IDA			20110412		NCBITaxon:10090
UniProt	MGI:MGI:1306784	Cited2	MGI:MGI:1312962|PMID:9811838		GO:0045893	positive regulation of DNA-templated transcription	IDA			20060724		NCBITaxon:10090
UniProt	MGI:MGI:1306784	Cited2	MGI:MGI:3790398|PMID:17537799		GO:0045893	positive regulation of DNA-templated transcription	IDA			20110414		NCBITaxon:10090
UniProt	MGI:MGI:1306784	Cited2	MGI:MGI:5009206|PMID:10593900		GO:0045893	positive regulation of DNA-templated transcription	IDA			20110414		NCBITaxon:10090
UniProt	MGI:MGI:1306784	Cited2	MGI:MGI:3690196|PMID:16619037		GO:0045893	positive regulation of DNA-templated transcription	IDA			20060724		NCBITaxon:10090
BHF-UCL	MGI:MGI:1306784	Cited2	MGI:MGI:3813432|PMID:17932483		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20080925		NCBITaxon:10090
MGI	MGI:MGI:1306784	Cited2	PMID:16619037		GO:0003713	transcription coactivator activity	IDA			20110929		NCBITaxon:10090
MGI	MGI:MGI:1306784	Cited2	PMID:11694877		GO:0003713	transcription coactivator activity	IDA			20110929	CL:0000057	NCBITaxon:10090
MGI	MGI:MGI:1306784	Cited2	PMID:15475956		GO:0006357	regulation of transcription by RNA polymerase II	IDA			20041214		NCBITaxon:10090
NTNU_SB	MGI:MGI:1306780	Egr3	MGI:MGI:5905274|PMID:14560009		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20191112		NCBITaxon:10090
NTNU_SB	MGI:MGI:1306780	Egr3	MGI:MGI:5905274|PMID:14560009		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20161214		NCBITaxon:10090
MGI	MGI:MGI:88289	Cbx2	PMID:9312051		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20060809		NCBITaxon:10090
MGI	MGI:MGI:88289	Cbx2	PMID:9367786		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20070717		NCBITaxon:10090
ComplexPortal	MGI:MGI:88276	Ctnnb1	MGI:MGI:2158579|PMID:10898789		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20180307		NCBITaxon:10090
UniProt	MGI:MGI:88276	Ctnnb1	MGI:MGI:2675528|PMID:12949260		GO:0003713	transcription coactivator activity	IDA			20100714		NCBITaxon:10090
UniProt	MGI:MGI:88276	Ctnnb1	MGI:MGI:5699500|PMID:26371318		GO:0003713	transcription coactivator activity	IMP			20180501		NCBITaxon:10090
BHF-UCL	MGI:MGI:88276	Ctnnb1	MGI:MGI:5428344|PMID:22723415		GO:0003713	transcription coactivator activity	IDA			20210113	UniProtKB:O70372|CL:0002322|GO:0051973	NCBITaxon:10090
UniProt	MGI:MGI:88276	Ctnnb1	MGI:MGI:3822373|PMID:19112489		GO:0045893	positive regulation of DNA-templated transcription	IMP			20110514		NCBITaxon:10090
UniProt	MGI:MGI:88276	Ctnnb1	MGI:MGI:2675528|PMID:12949260		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100714		NCBITaxon:10090
ComplexPortal	MGI:MGI:88276	Ctnnb1	MGI:MGI:3656361|PMID:16936075		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20160113		NCBITaxon:10090
UniProt	MGI:MGI:88276	Ctnnb1	MGI:MGI:5699500|PMID:26371318		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20180501		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:88276	Ctnnb1	MGI:MGI:4836133|PMID:20371816		GO:0045944	positive regulation of transcription by RNA polymerase II	IGI	UniProtKB:P27782		20160218	UniProtKB:Q5SUF7|EMAPA:35295	NCBITaxon:10090
UniProt	MGI:MGI:88276	Ctnnb1	MGI:MGI:3044333|PMID:15110721		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20191209		NCBITaxon:10090
BHF-UCL	MGI:MGI:88276	Ctnnb1	MGI:MGI:5428344|PMID:22723415		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20210113	UniProtKB:O70372|CL:0002322|GO:0051973	NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:88276	Ctnnb1	MGI:MGI:5700307|PMID:15905404		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20151117	UniProtKB:Q9WVH3	NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:98970	Xbp1	MGI:MGI:5616311|PMID:20408817		GO:0003700	DNA-binding transcription factor activity	IDA			20160202	GO:0045944	NCBITaxon:10090
UniProt	MGI:MGI:98970	Xbp1	MGI:MGI:5496939|PMID:23623498		GO:0006357	regulation of transcription by RNA polymerase II	IDA			20141031		NCBITaxon:10090
UniProt	MGI:MGI:98970	Xbp1	MGI:MGI:5607243|PMID:16332684		GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	IDA			20141017		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:98970	Xbp1	MGI:MGI:5605954|PMID:14559994		GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	IMP			20141113	UniProtKB:Q9QYI6|UniProtKB:Q91YW3|UniProtKB:F6VAN0|UniProtKB:P20029|UniProtKB:Q9QUS4|UniProtKB:Q9CXI5|UniProtKB:P19182	NCBITaxon:10090
UniProt	MGI:MGI:98970	Xbp1	MGI:MGI:4442277|PMID:20348926		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20141105		NCBITaxon:10090
UniProt	MGI:MGI:98970	Xbp1	MGI:MGI:3798313|PMID:18556558		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20141107		NCBITaxon:10090
UniProt	MGI:MGI:98970	Xbp1	MGI:MGI:5607229|PMID:20955178		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20220630		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:98970	Xbp1	MGI:MGI:5616311|PMID:20408817		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20160202		NCBITaxon:10090
UniProt	MGI:MGI:98970	Xbp1	MGI:MGI:5573106|PMID:24753614		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20141110		NCBITaxon:10090
UniProt	MGI:MGI:98970	Xbp1	MGI:MGI:1352298|PMID:10652269		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20141022		NCBITaxon:10090
MGI	MGI:MGI:98970	Xbp1	PMID:23152784		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20130906		NCBITaxon:10090
MGI	MGI:MGI:98970	Xbp1	PMID:23152784		GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	IDA			20130906	MGI:MGI:1915140	NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:5284812|PMID:12609742		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20220204	UniProtKB:Q63934	NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:5306737|PMID:21719793		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20220204	UniProtKB:Q8K007	NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:4413553|PMID:8530339		GO:0003700	DNA-binding transcription factor activity	IDA			20140806	UniProtKB:P08046	NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:4413553|PMID:8530339		GO:0045892	negative regulation of DNA-templated transcription	IDA			20091116		NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:3790398|PMID:17537799		GO:0045893	positive regulation of DNA-templated transcription	IDA			20110414		NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:1330701|PMID:9927198		GO:0045893	positive regulation of DNA-templated transcription	IDA			20140806	UniProtKB:P09535|UniProtKB:P09803|UniProtKB:P20152	NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:4413553|PMID:8530339		GO:0045893	positive regulation of DNA-templated transcription	IDA			20091116		NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:3699551|PMID:11912180		GO:0045893	positive regulation of DNA-templated transcription	IMP			20091203		NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:3839158|PMID:19301398		GO:0045893	positive regulation of DNA-templated transcription	IMP			20140806	UniProtKB:Q9D9C6|UniProtKB:O70555	NCBITaxon:10090
UniProt	MGI:MGI:98968	Wt1	MGI:MGI:5306737|PMID:21719793		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20111213	UniProtKB:Q8K007	NCBITaxon:10090
MGI	MGI:MGI:98968	Wt1	PMID:11889045		GO:0006355	regulation of DNA-templated transcription	IDA			20020424		NCBITaxon:10090
MGI	MGI:MGI:98968	Wt1	PMID:12151099		GO:0006357	regulation of transcription by RNA polymerase II	IDA			20050504		NCBITaxon:10090
UniProt	MGI:MGI:98961	Wnt7a	MGI:MGI:4441133|PMID:12937339		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100217		NCBITaxon:10090
MGI	MGI:MGI:98960	Wnt6	PMID:9356179		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100728		NCBITaxon:10090
BHF-UCL	MGI:MGI:98958	Wnt5a	MGI:MGI:4835138|PMID:18929644		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100810		NCBITaxon:10090
UniProt	MGI:MGI:98957	Wnt4	MGI:MGI:2675528|PMID:12949260		GO:0003714	transcription corepressor activity	IDA			20100714		NCBITaxon:10090
UniProt	MGI:MGI:98957	Wnt4	MGI:MGI:2675528|PMID:12949260		GO:0045892	negative regulation of DNA-templated transcription	IDA			20100714		NCBITaxon:10090
UniProt	MGI:MGI:98957	Wnt4	MGI:MGI:3839158|PMID:19301398		GO:0045892	negative regulation of DNA-templated transcription	IMP			20101019		NCBITaxon:10090
UniProt	MGI:MGI:98957	Wnt4	MGI:MGI:4821086|PMID:11283799		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100715		NCBITaxon:10090
UniProt	MGI:MGI:98957	Wnt4	MGI:MGI:3839158|PMID:19301398		GO:0045893	positive regulation of DNA-templated transcription	IMP			20101019		NCBITaxon:10090
MGI	MGI:MGI:98957	Wnt4	PMID:9356179		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100728		NCBITaxon:10090
UniProt	MGI:MGI:98956	Wnt3a	MGI:MGI:4835142|PMID:17994217		GO:0003713	transcription coactivator activity	IDA			20100823		NCBITaxon:10090
UniProt	MGI:MGI:98956	Wnt3a	MGI:MGI:4835142|PMID:17994217		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100823		NCBITaxon:10090
BHF-UCL	MGI:MGI:98956	Wnt3a	MGI:MGI:4835138|PMID:18929644		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100810		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:98956	Wnt3a	MGI:MGI:4836133|PMID:20371816		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20160218	UniProtKB:Q5SUF7|EMAPA:35295	NCBITaxon:10090
BHF-UCL	MGI:MGI:98956	Wnt3a	MGI:MGI:4835138|PMID:18929644		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20110606		NCBITaxon:10090
MGI	MGI:MGI:98956	Wnt3a	PMID:19699733		GO:0045944	positive regulation of transcription by RNA polymerase II	IGI	MGI:MGI:1933114		20111229	GO:0006366|MGI:MGI:1270862	NCBITaxon:10090
MGI	MGI:MGI:98956	Wnt3a	PMID:19699733		GO:0045944	positive regulation of transcription by RNA polymerase II	IGI	MGI:MGI:1924828		20111229	GO:0006366|MGI:MGI:1270862	NCBITaxon:10090
MGI	MGI:MGI:98956	Wnt3a	PMID:23740243		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20151118		NCBITaxon:10090
MGI	MGI:MGI:98956	Wnt3a	PMID:9356179		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100728		NCBITaxon:10090
MGI	MGI:MGI:98954	Wnt2	PMID:20159597		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20100719	MGI:MGI:107516	NCBITaxon:10090
UniProt	MGI:MGI:98953	Wnt1	MGI:MGI:4441133|PMID:12937339		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100217		NCBITaxon:10090
ParkinsonsUK-UCL	MGI:MGI:98953	Wnt1	MGI:MGI:5705221|PMID:19951692		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20151208	UniProtKB:Q8R0B5|GO:0060070|GO:0071542|UniProtKB:O35160|UniProtKB:Q9JKU8	NCBITaxon:10090
BHF-UCL	MGI:MGI:98953	Wnt1	MGI:MGI:3621833|PMID:15035989		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20110606		NCBITaxon:10090
MGI	MGI:MGI:98953	Wnt1	PMID:9356179		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100728		NCBITaxon:10090
MGI	MGI:MGI:98953	Wnt1	PMID:15574752		GO:0045944	positive regulation of transcription by RNA polymerase II	IGI	MGI:MGI:1933114		20120105		NCBITaxon:10090
MGI	MGI:MGI:98953	Wnt1	PMID:15574752		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20111229		NCBITaxon:10090
MGI	MGI:MGI:98953	Wnt1	PMID:15574752		GO:0045944	positive regulation of transcription by RNA polymerase II	IGI	MGI:MGI:1924828		20120105		NCBITaxon:10090
MGI	MGI:MGI:98953	Wnt1	PMID:15574752		GO:0045944	positive regulation of transcription by RNA polymerase II	IGI	MGI:MGI:1919385		20120105		NCBITaxon:10090
MGI	MGI:MGI:98953	Wnt1	PMID:9769173		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20100114		NCBITaxon:10090
MGI	MGI:MGI:2384310	Rbm10	PMID:19508861		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20120615		NCBITaxon:10090
MGI	MGI:MGI:98919	Scgb1a1	PMID:15356574		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20080826	CL:0000084|MGI:MGI:95663	NCBITaxon:10090
MGI	MGI:MGI:98919	Scgb1a1	PMID:15356574		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20080826	CL:0000084|MGI:MGI:96556	NCBITaxon:10090
